area_name,total,number_minorities,largest_groups,area_code
East Marsh,5794,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36000250
Freshney,4192,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36000251
Haverstoe,4424,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36000252
Heneage,5025,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36000253
Humberston and New Waltham,4709,14,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36000254
Immingham,4961,17,"['White: Other White', 'White: Irish', 'Other ethnic group: Any other ethnic group']",E36000255
Park,5169,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Pakistani']",E36000256
Scartho,4507,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36000257
Sidney Sussex,5392,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000258
South,5275,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000259
Waltham,3016,12,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36000260
West Marsh,3681,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000261
Wolds,2988,15,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36000262
Yarborough,4969,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36000263
Ashby,5098,15,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36000264
Axholme Central,3095,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000265
Axholme North,3465,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000266
Axholme South,2967,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000267
Barton,4816,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000268
Bottesford,4871,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000269
Brigg and Wolds,4980,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36000270
Broughton and Appleby,2834,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000271
Brumby,4798,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000272
Burringham and Gunness,1857,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36000273
Burton upon Stather and Winterton,4766,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000274
Crosby and Park,5151,17,"['White: Other White', 'Asian/Asian British: Bangladeshi', 'Asian/Asian British: Indian']",E36000275
Ferry,4742,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000276
Frodingham,3487,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000277
Kingsway with Lincoln Gardens,4768,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000278
Ridge,5438,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000279
Town,3551,15,"['White: Other White', 'Asian/Asian British: Bangladeshi', 'Asian/Asian British: Pakistani']",E36000280
Acomb,3520,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000281
Bishopthorpe,1736,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000282
Clifton,5652,17,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36000283
Derwent,1519,9,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36000284
Dringhouses and Woodthorpe,4843,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36000285
Fishergate,3945,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Chinese']",E36000286
Fulford,1181,14,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Indian']",E36000287
Guildhall,4329,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36000288
Haxby and Wigginton,5270,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000289
Heslington,480,12,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Chinese']",E36000290
Heworth,5785,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36000291
Heworth Without,1687,12,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36000292
Holgate,5930,17,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36000293
Hull Road,3984,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Black/African/Caribbean/Black British: African']",E36000294
Huntington and New Earswick,5429,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000295
Micklegate,6133,17,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36000296
Osbaldwick,1506,13,"['White: Other White', 'Asian/Asian British: Other Asian', 'Mixed/multiple ethnic group: Other Mixed']",E36000297
Rural West York,4218,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36000298
"Skelton, Rawcliffe and Clifton Without",5583,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36000299
Strensall,3198,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36000300
Westfield,6004,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36000301
Wheldrake,1620,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000302
Abbey,6424,17,"['White: Other White', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Indian']",E36000303
Allestree,5956,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000304
Alvaston,7231,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000305
Arboretum,7384,16,"['Asian/Asian British: Pakistani', 'White: Other White', 'Asian/Asian British: Indian']",E36000306
Blagreaves,5125,17,"['Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani']",E36000307
Boulton,5796,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'White: Irish']",E36000308
Chaddesden,5541,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000309
Chellaston,6203,17,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36000310
Darley,6628,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000311
Derwent,5759,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36000312
Littleover,5363,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Pakistani', 'White: Other White']",E36000313
Mackworth,6082,17,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: Caribbean']",E36000314
Mickleover,6085,17,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36000315
Normanton,6038,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Indian', 'White: Other White']",E36000316
Oakwood,5491,15,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36000317
Sinfin,5760,17,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36000318
Spondon,5405,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000319
Abbey,6169,16,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36000320
Aylestone,4839,17,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36000321
Beaumont Leys,6459,16,"['Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African', 'White: Other White']",E36000322
Belgrave,3922,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'White: Other White']",E36000323
Braunstone Park and Rowley Fields,6893,17,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36000324
Castle,9177,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Indian']",E36000325
Charnwood,4490,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36000326
Coleman,4832,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: Caribbean']",E36000327
Evington,4117,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'White: Other White']",E36000328
Eyres Monsell,4711,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36000329
Fosse,5564,16,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36000330
Freemen,4222,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Indian']",E36000331
Humberstone and Hamilton,6830,16,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Other Asian']",E36000332
Knighton,6792,15,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Other Asian']",E36000333
Latimer,4130,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'White: Other White']",E36000334
New Parks,6892,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Asian/Asian British: Indian']",E36000335
Rushey Mead,5635,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'White: Other White']",E36000336
Spinney Hills,7508,17,"['Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36000337
Stoneygate,6316,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Bangladeshi']",E36000338
Thurncourt,4189,16,"['Asian/Asian British: Indian', 'White: Irish', 'Asian/Asian British: Other Asian']",E36000339
Westcotes,4989,15,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36000340
Western Park,4449,16,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36000341
Braunston and Belton,540,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000342
Cottesmore,1014,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36000343
Exton,596,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36000344
Greetham,501,8,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: Caribbean']",E36000345
Ketton,1167,11,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36000346
Langham,610,5,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000347
Lyddington,561,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000348
Martinsthorpe,488,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000349
Normanton,1289,12,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36000350
Oakham North East,1230,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000351
Oakham North West,1384,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000352
Oakham South East,1178,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000353
Oakham South West,982,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000354
Ryhall and Casterton,1197,9,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000355
Uppingham,1740,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36000356
Whissendine,525,6,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36000357
Arboretum,4915,17,"['Mixed/multiple ethnic group: White and Black Caribbean', 'White: Other White', 'Asian/Asian British: Pakistani']",E36000358
Aspley,6554,17,"['Black/African/Caribbean/Black British: African', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000359
Basford,7098,17,"['Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean', 'White: Other White']",E36000360
Berridge,7591,16,"['Asian/Asian British: Pakistani', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36000361
Bestwood,7564,17,"['Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Black/African/Caribbean/Black British: African']",E36000362
Bilborough,7315,17,"['Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean', 'White: Other White']",E36000363
Bridge,7111,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Black/African/Caribbean/Black British: African']",E36000364
Bulwell,7113,17,"['Mixed/multiple ethnic group: White and Black Caribbean', 'Black/African/Caribbean/Black British: Caribbean', 'White: Other White']",E36000365
Bulwell Forest,5927,17,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Indian', 'White: Other White']",E36000366
Clifton North,5272,17,"['White: Other White', 'Asian/Asian British: Indian', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000367
Clifton South,6248,17,"['Mixed/multiple ethnic group: White and Black Caribbean', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36000368
Dales,7094,17,"['Asian/Asian British: Pakistani', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000369
Dunkirk and Lenton,3738,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36000370
Leen Valley,4189,16,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: Caribbean', 'White: Other White']",E36000371
Mapperley,7372,17,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Black/African/Caribbean/Black British: Caribbean']",E36000372
Radford and Park,7667,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani']",E36000373
Sherwood,6651,17,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36000374
